TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL,TOTAL
,,6.657,7.987,,6.897,8.217,,7.372999999999999,,6.782,6.942,8.658,7.452,9.777999999999999,,,,8.909666666666668,7.3375,8.317,9.496,6.9110000000000005,7.414000000000001,8.504000000000001,5.905,8.372,7.5365,7.672000000000001,7.9555,8.576666666666666,7.904000000000001,8.05875,6.997999999999999,8.235,8.0505,7.885,7.83675,7.917333333333332,8.0062,8.2868
,,,6.721,7.313,,8.172,,,7.619,,6.2485,7.124499999999999,,7.838999999999999,,7.699,7.7620000000000005,,8.459,,6.164,5.602,8.295499999999999,,,6.516,9.4225,8.946,8.057666666666668,7.930999999999999,7.813,7.68,8.073,7.393000000000001,8.859,7.902666666666668,7.455,,7.780166666666666,8.404333333333334
,,,,6.6899999999999995,6.943,5.944,,,,7.212999999999999,,6.638999999999999,,,8.968,8.702,,7.3385,,7.8515,,,9.671,,7.716,7.74,6.359,8.378499999999999,9.0355,8.2814,7.0725,8.735,7.808499999999999,8.476500000000001,8.7925,,7.7843333333333335,9.32,8.76175,8.245333333333333
,,,,,6.9959999999999996,8.408999999999999,,7.574,,,7.115,,,,,9.773,,,5.984,8.707,8.593166666666667,,,,8.187000000000001,8.644,7.7105,6.314,8.591999999999999,9.391,8.457,7.552333333333333,9.054,7.1945,7.586,,7.627999999999999,7.952500000000001,6.974,9.146
7.75,,,,,6.722,7.609,,,8.013,,,7.917999999999999,,,7.072,,9.161333333333333,9.338,,6.626,,8.913,,,,8.378,,7.691,6.385,7.622000000000001,8.631,8.876,8.6605,,7.382,8.1755,8.412,,8.0775,8.618500000000001
,7.0,,,,,8.39,,8.597999999999999,,8.373,,,7.832999999999999,,7.390000000000001,8.15,,8.711,,,7.216,8.872,9.1105,8.8905,,,8.354000000000001,,8.26,6.599,,,9.817,8.954,8.341999999999999,8.478,9.215,,,7.843
,,8.084,,,,,6.596,,,,7.3389999999999995,,,8.85,,7.09,9.0245,,,9.887,8.252,,,9.276333333333334,8.109,7.0329999999999995,8.333499999999999,8.814499999999999,,8.387,7.004,8.751,9.517999999999999,,,8.6105,8.716333333333333,8.506499999999999,,7.9825
,,,,,,,,6.971,9.277999999999999,8.764,,7.44,6.827000000000001,,8.658,,6.792000000000001,8.692,,,,8.604,8.266,,9.130666666666666,9.472000000000001,7.1579999999999995,7.678,8.914,,8.652000000000001,7.5135000000000005,,9.373,,9.2025,,8.084,,9.374
,,,,,,,,,9.111,,9.788,6.699,,7.814,,8.832,,7.334,8.982,,,,,,,9.065333333333333,,,8.557,9.5595,,9.166,,,9.109,,9.414,9.338999999999999,8.2165,
,,,,,,,,,,7.763,,,,,8.449,,,,,9.263,,,,8.699,,,8.921999999999999,,,7.561,9.588,,8.434,,9.384,9.981,,,8.193999999999999,9.257000000000001
,,,,,,9.061,,,,,,,,,,,,,,,,,,,,,,9.843000000000002,,,7.877999999999999,,,9.433,,,,,,
,,,,,,,9.684,,,,,8.0785,,,,,,,,,8.7735,,,,,,,,9.921,,9.332,9.786,,,9.461,,,,,
,,,,,,,,,,,,,7.766,,,,,9.882,,,,,,,,,,,9.91,9.839,,,8.775,,,,,,,
,,,,,,,,,,,,,,,,,7.919,,,,,,8.115,,,,,,,,,,,9.244,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.865,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.722999999999999,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.097000000000001,,,,,,
